page,type,id,text
70,Policy,"Policy SF-EGV-3.1: The County shall support the use of technologies, materials,","Policy SF-EGV-3.1: The County shall support the use of technologies, materials, designs, and/or innovations in the development of new or improved public facilities that increase the sustainability of Eastern Goleta Valley."
70,DevStd,"DevStd SF-EGV-3A: Whenever feasible, new or improved County facilities in Eastern","DevStd SF-EGV-3A: Whenever feasible, new or improved County facilities in Eastern Goleta Valley shall incorporate low-impact development standards (LIDs) for site design, Leadership in Energy and Environmental Design (LEED) standards, certification for green building, and/or other programmatic design approaches to increase the facilities’ resource efficiency and utility, and minimize their environmental impact (see also, Section II.A: Planning Area Boundaries and Permitted Uses)."
70,Policy,Policy SF-EGV-3.2: County Departments should work cooperatively to utilize public,"Policy SF-EGV-3.2: County Departments should work cooperatively to utilize public lands as efficiently and appropriately as possible by identifying opportunities to achieve their objectives with joint solutions, III. PUBLIC SERVICES AND FACILITIES 61 A. General Public Services and Facilities"
71,Objective,OBJECTIVE SF-EGV-4: Promote green infrastructure.,OBJECTIVE SF-EGV-4: Promote green infrastructure.
71,Policy,OBJECTIVE SF-EGV-4: Promote green infrastructure.,"Policy SF-EGV-4.1: Green infrastructure shall be encouraged to increase the sustainability of Eastern Goleta Valley. Green infrastructure is defined as strategically planned and managed networks of protected spaces, which collectively conserve ecosystem values and functions and provide beneficial ecological services to human and wildlife populations. Green infrastructure may include passive trails or non-motorized bike paths, open spaces, urban forests, streetscape installations and plantings, or farmlands."
71,Policy,"Policy SF-EGV-4.2: Opportunities to integrate green infrastructure in the design,","Policy SF-EGV-4.2: Opportunities to integrate green infrastructure in the design, construction, and operations of public facilities shall be considered."
72,Goal,GOAL #4. LIFE AND PROPERTY IS PROTECTED FROM THE POTENTIAL,GOAL #4. LIFE AND PROPERTY IS PROTECTED FROM THE POTENTIAL HAZARDS OF THE BUILT AND NATURAL ENVIRONMENTS.
72,Objective,"OBJECTIVE FIRE-EGV-1: Minimize the potential hazard to human and animal life, property,","OBJECTIVE FIRE-EGV-1: Minimize the potential hazard to human and animal life, property, and the ecosystem of Eastern Goleta Valley due to fire."
72,Policy,Policy FIRE-EGV-1.1: The County shall support and pursue collaborative fuel,"Policy FIRE-EGV-1.1: The County shall support and pursue collaborative fuel management and wildfire protection programs for the City of Santa Barbara, the City of Goleta, and Eastern Goleta Valley to encourage fire hazard reduction and protection of natural resources."
72,Policy,Policy FIRE-EGV-1.2: Fire hazards shall be minimized in order to reduce the cost of and,"Policy FIRE-EGV-1.2: Fire hazards shall be minimized in order to reduce the cost of and need for increased fire protection services, while protecting environmental resources."
72,DevStd,"DevStd FIRE-EGV-1A: In high-fire hazard areas, compliance with State and local","DevStd FIRE-EGV-1A: In high-fire hazard areas, compliance with State and local defensible space and vegetation management requirements for structures and properties shall be demonstrated prior to development."
72,DevStd,"DevStd FIRE-EGV-1B: In high-fire hazard areas, the use of native, drought-tolerant, and","DevStd FIRE-EGV-1B: In high-fire hazard areas, the use of native, drought-tolerant, and fire-resistant plants shall be strongly encouraged in landscaping and restoration projects."
72,DevStd,"DevStd FIRE-EGV-1C: (INLAND) Within high fire hazard areas, vegetation management","DevStd FIRE-EGV-1C: (INLAND) Within high fire hazard areas, vegetation management practices within Environmentally Sensitive Habitat (ESH)/Riparian Corridor (RC) overlay and setback areas should be limited to the following activities to balance environmental resources preservation against wildfire protection: III. PUBLIC SERVICES AND FACILITIES 63 B. Public Safety: Fire Protection, Law Enforcement, and Emergency Services"
73,DevStd,"DevStd FIRE-EGV-1C: (COASTAL) Within high fire hazard areas, vegetation","DevStd FIRE-EGV-1C: (COASTAL) Within high fire hazard areas, vegetation management practices within Environmentally Sensitive Habitat (ESH) overlay and setback areas for new development shall be limited to the following activities to balance environmental resources preservation against wildfire protection and shall be consistent with the requirements of DevStd ECO-EGV-2B: • Removal of non-native trees • Removal of surface debris • Removal of invasive non-native plants as defined and listed in the California Invasive Plant Council’s “California Invasive Plant Inventory” • Removal of vegetation in non-riparian oak woodland or forest within the minimum defensible space area from structures as required by the County Fire Department • Selective limb removal of mature trees away from structures within minimum defensible space area as required by the County Fire Department • Thinning, pruning or mowing of vegetation (except trees) to no less than that required to meet fuel modification criteria (in no case less than 4 inch stubble) and leaving the roots intact 64 Eastern Eastern Goleta Valley Community Plan"
74,Policy,Policy FIRE-EGV-1.3: The Planning and Development Department shall work with the,"Policy FIRE-EGV-1.3: The Planning and Development Department shall work with the County Fire Department and other interested agencies as needed to address community wildfire protection planning, including, but not limited to, defensible space requirements, landscaping standards and/or guidelines, and other standards for high fire hazard areas."
74,Objective,OBJECTIVE FIRE-EGV-2: Provide fire protection services that meet or exceed the goals and,OBJECTIVE FIRE-EGV-2: Provide fire protection services that meet or exceed the goals and standards established for adequate fire protection.
74,Policy,Policy FIRE-EGV-2.1: The County should maintain a five (5) minute response time within,"Policy FIRE-EGV-2.1: The County should maintain a five (5) minute response time within the Urban Area and a staffing level of firefighters ideally at a ratio of one (1) firefighter per 2,000 people, but at a maximum ratio of one (1) firefighter per 4,000 people."
74,Policy,Policy FIRE-EGV-2.2: All roads which provide access to structures and properties served,Policy FIRE-EGV-2.2: All roads which provide access to structures and properties served by the County Fire Department shall be designed and constructed to Fire Department and County engineering standards or approved equivalent.
74,Policy,Policy FIRE-EGV-2.3: Secondary access shall be a consideration in the location and,Policy FIRE-EGV-2.3: Secondary access shall be a consideration in the location and design of development. Two routes of ingress and egress shall be required for discretionary development unless the County Fire Department waives or modifies this requirement. Routes of ingress and egress required by the Fire Department shall be open and unobstructed.
74,Policy,Policy FIRE-EGV-2.4: Additional rural fire access routes which increase accessibility to,Policy FIRE-EGV-2.4: Additional rural fire access routes which increase accessibility to rural areas in the event of wildfire should be considered.
75,Policy,Policy FIRE-EGV-2.5: The Planning and Development Department shall work with the,"Policy FIRE-EGV-2.5: The Planning and Development Department shall work with the County Fire Department to design, locate, and develop land use strategies for acquiring and constructing emergency access roads in the rural and urban areas to improve accessibility and evacuation in the event of wildfire."
75,Policy,Policy FIRE-EGV-2.6: All non-agricultural development in the foothills area shall include,"Policy FIRE-EGV-2.6: All non-agricultural development in the foothills area shall include provisions for water storage tanks, or connection to the Goleta Water District or other public water purveyor if development is located within the extent of a water district."
75,Policy,"Policy FIRE-EGV-2.7: Where feasible, water storage facilities shall be part of a large","Policy FIRE-EGV-2.7: Where feasible, water storage facilities shall be part of a large system or public supply which is reliably maintained, rather than individual ad hoc systems."
75,Policy,"Policy FIRE-EGV-2.8: When located within the boundaries of a water district, fire","Policy FIRE-EGV-2.8: When located within the boundaries of a water district, fire hydrants shall connect to the water district system."
75,Objective,OBJECTIVE POL-EGV-1: Provide police protection services that meet or exceed the goals,OBJECTIVE POL-EGV-1: Provide police protection services that meet or exceed the goals and standards established for adequate police protection.
75,Policy,Policy POL-EGV-1.1: The County should maintain a staffing level of law enforcement,"Policy POL-EGV-1.1: The County should maintain a staffing level of law enforcement officers of at least one (1) officer per 1,200 people to meet or exceed the demand for service based on existing and future service populations as determined by the County Sheriff’s Department."
75,Policy,Policy POL-EGV-1.2: The County shall consider the publicly-owned lands of the Calle,"Policy POL-EGV-1.2: The County shall consider the publicly-owned lands of the Calle Real Administration Campus and the Ben Page Youth Center properties as suitable locations for law enforcement facilities, 66 Eastern Eastern Goleta Valley Community Plan"
76,Objective,OBJECTIVE ES-EGV-1: Ensure effective emergency response services and minimize the,OBJECTIVE ES-EGV-1: Ensure effective emergency response services and minimize the adverse community-wide impacts of emergencies.
76,Policy,Policy ES-EGV-1.1: The County shall continue to facilitate effective emergency response,Policy ES-EGV-1.1: The County shall continue to facilitate effective emergency response systems in the event of a community-wide emergency in Eastern Goleta Valley.
79,Goal,"GOAL #5. THE COMMUNITY IS HEALTHY, WHERE ADULTS AND CHILDREN","GOAL #5. THE COMMUNITY IS HEALTHY, WHERE ADULTS AND CHILDREN HAVE AMPLE OPPORTUNITY TO PLAY, EXERCISE, TRAVEL, EXPLORE, AND EXPERIENCE THE NATURAL ENVIRONMENT."
79,Objective,"OBJECTIVE PRT-EGV-1: Locate parks, playgrounds, trailheads, open space preserves, sports","OBJECTIVE PRT-EGV-1: Locate parks, playgrounds, trailheads, open space preserves, sports fields, and recreational programming equitably so the resources are accessible to all residents."
79,Policy,Policy PRT-EGV-1.1: Diverse outdoor and indoor recreational opportunities shall be,Policy PRT-EGV-1.1: Diverse outdoor and indoor recreational opportunities shall be encouraged to enhance Goleta's recreational resources and to ensure that current and future recreational needs of residents are met.
79,Policy,"Policy PRT-EGV-1.2: To enhance overall public health and well-being, recreation","Policy PRT-EGV-1.2: To enhance overall public health and well-being, recreation facilities shall be located, designed and constructed, as needed, to increase opportunities to play and exercise in Eastern Goleta Valley."
79,Policy,Policy PRT-EGV-1.3: New public recreational resources shall be prioritized for,Policy PRT-EGV-1.3: New public recreational resources shall be prioritized for underserved locations to increase equitable access to a range of recreation opportunities.
79,Policy,Policy PRT-EGV-1.4: The County shall prioritize locating recreational resources in areas,Policy PRT-EGV-1.4: The County shall prioritize locating recreational resources in areas within walking or biking distance of residential and educational land uses.
81,Objective,OBJECTIVE PRT-EGV-2: Ensure current and future recreational needs of residents are met.,OBJECTIVE PRT-EGV-2: Ensure current and future recreational needs of residents are met.
81,Policy,OBJECTIVE PRT-EGV-2: Ensure current and future recreational needs of residents are met.,"Policy PRT-EGV-2.1: Planning and Development staff shall continue to coordinate with County Parks staff to identify and develop new recreational resources as needed to meet the needs of projected recreational demands, including, but not limited to: • Playing fields, courts, and indoor recreation opportunities • Playgrounds • Open space preserves and multiuse trails • Pocket parks • Dog parks • Equestrian facilities and trails"
81,Objective,OBJECTIVE PRT-EGV-3: Preserve and enhance the quality of established recreational,OBJECTIVE PRT-EGV-3: Preserve and enhance the quality of established recreational resources.
81,Policy,Policy PRT-EGV-3.1: County recreation resources shall be maintained and enhanced to,Policy PRT-EGV-3.1: County recreation resources shall be maintained and enhanced to best serve the users of the facility.
81,Policy,Policy PRT-EGV-3.2: (INLAND) Tucker’s Grove Park shall be maintained and enhanced.,Policy PRT-EGV-3.2: (INLAND) Tucker’s Grove Park shall be maintained and enhanced.
81,Policy,Policy PRT-EGV-3.2: (COASTAL) Public access and recreational opportunities at,Policy PRT-EGV-3.2: (COASTAL) Public access and recreational opportunities at Goleta Beach County Parks shall be maintained and enhanced.
81,Policy,Policy PRT-EGV-3.3: There shall be no motorized off-road recreational vehicle use on,Policy PRT-EGV-3.3: There shall be no motorized off-road recreational vehicle use on County-owned lands within Eastern Goleta Valley.
82,Objective,OBJECTIVE PRT-EGV-4: Acquire and maintain active parks needed to adequately serve the,OBJECTIVE PRT-EGV-4: Acquire and maintain active parks needed to adequately serve the local recreation needs.
82,Policy,"Policy PRT-EGV-4.1: Acquisition and development of lands for pocket, neighborhood,","Policy PRT-EGV-4.1: Acquisition and development of lands for pocket, neighborhood, and community parks should utilize vacant or underutilized lands near or adjacent to residential neighborhoods and educational facilities whenever possible."
82,Policy,Policy PRT-EGV-4.2: Properties with the potential for maximum public use shall be,"Policy PRT-EGV-4.2: Properties with the potential for maximum public use shall be considered a high priority in park acquisition decisions. Public use is maximized when the park locations: • Are highly accessible to many people (e.g., park along bike path or at trailhead or on heavily used transportation corridor)."
83,Objective,OBJECTIVE PRT-EGV-5: Acquire and maintain multiuse trails needed to adequately serve,OBJECTIVE PRT-EGV-5: Acquire and maintain multiuse trails needed to adequately serve the recreation demands of existing and future populations.
83,Policy,"Policy PRT-EGV-5.1: In compliance with applicable requirements, all opportunities for","Policy PRT-EGV-5.1: In compliance with applicable requirements, all opportunities for public recreational trails within the general corridors adopted by the Board of Supervisors as part of the Parks, Recreation and Trails (PRT) maps of the County Comprehensive Plan (and this Community Plan) shall be protected, preserved and provided for upon approval of any development, subdivision and/or permit requiring any discretionary review or approval, except as referenced in Agricultural Element Policy IA."
83,Policy,Policy PRT-EGV-5.2: The County shall foster and support efforts of private community,"Policy PRT-EGV-5.2: The County shall foster and support efforts of private community trail organizations in the planning, design, construction, and maintenance of trains in Eastern Goleta Valley, and/or efforts to establish a Goleta Trails Foundation. County support may include, but not be limited to: coordinating volunteer efforts, acting as liaison between volunteer groups and County Parks Division, providing information and/or coordinating grant opportunities, facilitating required permits, and facilitating communication between various trail organizations."
83,Policy,Policy PRT-EGV-5.3: The County Parks Division and any group pursuing,"Policy PRT-EGV-5.3: The County Parks Division and any group pursuing implementation of the trail system shall refer to the PRT policies of this EGVCP, Figure 16, the PRT maps, the EGVCP EIR, and the Goleta Trails Implementation Study, together with its trail siting and design guidelines, to generally guide trail siting, acquisition, and implementation."
83,Policy,"Policy PRT-EGV-5.4: In the siting of trail corridors, primary consideration shall be given","Policy PRT-EGV-5.4: In the siting of trail corridors, primary consideration shall be given to publicly-owned lands."
83,Policy,Policy PRT-EGV-5.5: The County shall combine trail easements with flood control,"Policy PRT-EGV-5.5: The County shall combine trail easements with flood control easements, transportation easements, wildlife corridors, and/or green infrastructure whenever possible."
83,Policy,"Policy PRT-EGV-5.6: The County shall work cooperatively with South Coast agencies,","Policy PRT-EGV-5.6: The County shall work cooperatively with South Coast agencies, including cities, districts, or other interested organizations, such as the Santa Barbara County Trails Council, to site, acquire, and implement regional trail connections, corridors, and facilities."
84,Policy,"Policy PRT-EGV-5.7: Trail acquisition and siting shall include, but not be limited to, the","Policy PRT-EGV-5.7: Trail acquisition and siting shall include, but not be limited to, the following general trail categories (Figure 16): • San Marcos Preserve to Calle Real County Administration Campus connector trail • Fremont/Slippery Rock trail • Windy Gap fuel break/San Antonio Creek trail • San Marcos Pass trail • Calle Real County Administration Campus Trailheads and Urban Trails Network, including trails providing public coastal access • Maria Ygnacio Creek equestrian trail(s)"
84,Policy,"Policy PRT-EGV-5.8: Additional trail corridors should be sited, acquired, and","Policy PRT-EGV-5.8: Additional trail corridors should be sited, acquired, and implemented as opportunities arise."
84,Policy,Policy PRT-EGV-5.9: When applications for general plan amendments and/or zoning,"Policy PRT-EGV-5.9: When applications for general plan amendments and/or zoning changes, or subdivisions are processed, County staff shall review the PRT maps and Goleta Trails Implementation Study to determine if a trail corridor can be established for the general area/watershed in which the project is located. If so, coordination with property owners shall be required to implement trails to the greatest extent feasible. The trail alignment shall be consistent with applicable Agricultural Element and resource protection policies."
84,Policy,Policy PRT-EGV-5.10: The County shall actively pursue acquisition of public trails,"Policy PRT-EGV-5.10: The County shall actively pursue acquisition of public trails through exactions as part of development agreements and permitting, through negotiation with property owners for purchase 76 Eastern Eastern Goleta Valley Community Plan"
85,Policy,Policy PRT-EGV-5.11: The County Parks Division shall be responsible for reviewing trail,"Policy PRT-EGV-5.11: The County Parks Division shall be responsible for reviewing trail easement requirements, location, and design, and conducting appropriate environmental review and obtaining appropriate permits prior to trail construction on publicly-owned land."
85,Objective,OBJECTIVE PRT-EGV-6: Preserve and enhance established trails in Eastern Goleta Valley.,OBJECTIVE PRT-EGV-6: Preserve and enhance established trails in Eastern Goleta Valley.
85,Policy,OBJECTIVE PRT-EGV-6: Preserve and enhance established trails in Eastern Goleta Valley.,"Policy PRT-EGV-6.1: Trail Use: All trails developed by and/or dedicated to the County shall be multiuse to the greatest extent feasible. Trails shall be limited to non-motorized vehicle users, including hikers, and, where appropriate, mountain bikers and equestrians."
85,Policy,Policy PRT-EGV-6.2: Trails shall be designed to keep users on the designated pathways,Policy PRT-EGV-6.2: Trails shall be designed to keep users on the designated pathways and shall be designed to minimize impacts to any sensitive habitat areas. Trails shall be sited to avoid environmental resources and to minimize conflicts between users and conflicts with surrounding land uses.
85,Policy,Policy PRT-EGV-6.3: Trail Design and Maintenance: In developing and maintaining,"Policy PRT-EGV-6.3: Trail Design and Maintenance: In developing and maintaining the trail system, provisions shall be made for the following: • Appropriate trail signage at all major trail heads and signs or markers on public recreational trails • Maintenance of the trail III. PUBLIC SERVICES AND FACILITIES 77 C. Parks, Recreation, Trails, & Open Space"
86,Policy,Policy PRT-EGV-6.4: The visual character and aesthetics of existing and proposed public,Policy PRT-EGV-6.4: The visual character and aesthetics of existing and proposed public trails shall be maintained.
86,Policy,Policy PRT-EGV-6.5: Trail corridors designated on the PRT maps shall be kept clear,"Policy PRT-EGV-6.5: Trail corridors designated on the PRT maps shall be kept clear from encroachment by development and incompatible uses, to the extent reasonably feasible."
86,Objective,OBJECTIVE PRT-EGV-7: Acquire and maintain public open space needed to adequately,OBJECTIVE PRT-EGV-7: Acquire and maintain public open space needed to adequately serve the recreation demands of existing and future populations with the additional result of preserving habitat and ecological resources.
86,Policy,Policy PRT-EGV-7.1: The County shall pursue the acquisition of vacant properties for,"Policy PRT-EGV-7.1: The County shall pursue the acquisition of vacant properties for potential use as public parks or open spaces, where the purchase would serve as buffer zones for residential or commercial development, provide usable recreation space, or preserve wildlife habitats and migration corridors or sensitive biological resources."
86,Policy,Policy PRT-EGV-7.2: The County shall work to acquire and implement additional public,Policy PRT-EGV-7.2: The County shall work to acquire and implement additional public coastal access.
86,Policy,Policy PRT-EGV-7.3: Acquisition or designation of property for public open space and,Policy PRT-EGV-7.3: Acquisition or designation of property for public open space and passive recreation shall strive to incorporate the following features: • Significant natural and ecological resources • Environmentally sensitive habitat areas • Visual resources • Significant physical constraints • Opportunities for public coastal access and parking
86,Policy,"Policy PRT-EGV-7.4: To the greatest extent feasible, coastal access shall be maintained","Policy PRT-EGV-7.4: To the greatest extent feasible, coastal access shall be maintained in a natural condition."
87,DevStd,DevStd PRT-EGV-7A: (COASTAL) Opportunities for coastal public access shall be,"DevStd PRT-EGV-7A: (COASTAL) Opportunities for coastal public access shall be analyzed, considered, and maximized as feasible for any discretionary proposal within the coastal zone, including coastal development permit applications. Where the provision of public access is related and proportional to the impacts of the proposed development, the County shall require dedication of a public accessway or easement as a condition of permit approval for the development."
87,Policy,"Policy PRT-EGV-7.5: The County shall work with South Coast agencies, including cities,","Policy PRT-EGV-7.5: The County shall work with South Coast agencies, including cities, districts, or other interested organizations, to site, acquire, and implement public open space."
87,Policy,Policy PRT-EGV-7.6: The County shall continue to manage and maintain the San Marcos,"Policy PRT-EGV-7.6: The County shall continue to manage and maintain the San Marcos Foothills Preserve (Preserve property, 200 acres, APNs 055-010- 014, 055-010-027, and 059-020-060 and Park property, 10 acres, APNs 059-020-053, 059-020-055, and 059-020-057). The Preserve property shall be managed as public open space to protect and conserve environmental resources while allowing for limited public access, consistent with the San Marcos Foothills Preserve Long-Term Open Space Management Plan (Watershed Environmental, Inc., April 28, 2014). The Park property shall be managed in the same manner as the Preserve property until such a time that the Park parcels are developed as a passive park. The Park shall then be managed consistent with other passive park properties in the County Parks system."
89,Goal,"GOAL #6. WATER IS CONSERVED, AND WASTEWATER TREATMENT AND","GOAL #6. WATER IS CONSERVED, AND WASTEWATER TREATMENT AND SOLID WASTE MANAGEMENT SYSTEMS ARE DESIGNED AND MANAGED SUSTAINABLY."
90,Objective,"OBJECTIVE WAT-EGV-1: Maintain an adequate, safe water supply and protect groundwater","OBJECTIVE WAT-EGV-1: Maintain an adequate, safe water supply and protect groundwater basins from overdraft and quality degradation."
90,Policy,"Policy WAT-EGV-1.1: For projects that would result in a net increase in water use, there","Policy WAT-EGV-1.1: For projects that would result in a net increase in water use, there shall be a sufficient supply of water to serve existing commitments plus the proposed project."
90,Policy,"Policy WAT-EGV-1.2: The County, in its land use planning decisions, shall consider the","Policy WAT-EGV-1.2: The County, in its land use planning decisions, shall consider the most recent water resources analyses for all areas served by the Goleta Water District and local purveyors. The County shall work cooperatively with the Goleta Water District and local purveyors in the review of development proposals."
90,Policy,"Policy WAT-EGV-1.3: When applicable, the County shall grant permits only if the long-","Policy WAT-EGV-1.3: When applicable, the County shall grant permits only if the long- term potable water supplies of the agency that would serve a project are determined by that agency to be sufficient to meet new demand. The provision of water service to new customers shall not compromise existing customers or the maintenance of required drought buffers, consistent with the water provider’s legislative and/or regulatory requirements, the 1991 and 1994 SAFE Water Supplies Ordinances of the Goleta Water District, and the Wright Judgment. County permits shall be granted following completion of the water service application process overseen by the appropriate water provider."
90,Policy,Policy WAT-EGV-1.4: (INLAND) Efforts to comprehensively monitor the condition of,Policy WAT-EGV-1.4: (INLAND) Efforts to comprehensively monitor the condition of private wells shall be encouraged.
90,Policy,Policy WAT-EGV-1.4: (COASTAL) The County shall protect the quality and quantity of,Policy WAT-EGV-1.4: (COASTAL) The County shall protect the quality and quantity of groundwater resources. New groundwater wells and replacement wells that are not intended to serve agricultural purposes shall not be permitted where the project site can be or is already serviced by a public water district or an existing mutual water company. All new groundwater wells or replacement wells shall be metered and water use shall be monitored by the property owner and reported to the County.
90,Policy,Policy WAT-EGV-1.5: Groundwater recharge areas shall be protected from the adverse,Policy WAT-EGV-1.5: Groundwater recharge areas shall be protected from the adverse effects of urban and non-urban land uses.
90,Policy,Policy WAT-EGV-1.6: (INLAND) Creek channelization or other impermeable paving,Policy WAT-EGV-1.6: (INLAND) Creek channelization or other impermeable paving which significantly reduces groundwater recharge shall be discouraged.
91,Policy,Policy WAT-EGV-1.6: (COASTAL) Creek channelization or other impermeable paving,Policy WAT-EGV-1.6: (COASTAL) Creek channelization or other impermeable paving which significantly reduces groundwater recharge shall be prohibited except as allowed pursuant to DevStd HYD-EGV-2C and Policy HYD-EGV-2.3.
91,Policy,Policy WAT-EGV-1.7: (COASTAL) Subdivisions or projects that result in increased,Policy WAT-EGV-1.7: (COASTAL) Subdivisions or projects that result in increased residential density shall be analyzed to ensure that sufficient supply of water exists to serve existing commitments and the proposed project.
91,Objective,OBJECTIVE WAT-EGV-2: Ensure water use efficiency.,OBJECTIVE WAT-EGV-2: Ensure water use efficiency.
91,Policy,OBJECTIVE WAT-EGV-2: Ensure water use efficiency.,"Policy WAT-EGV-2.1: In order to minimize water demand, development shall utilize water conserving landscaping and low flow irrigation and plumbing to the maximum extent feasible."
91,Policy,Policy WAT-EGV-2.2: Water-conserving plumbing devices shall be required of,Policy WAT-EGV-2.2: Water-conserving plumbing devices shall be required of discretionary development.
91,Policy,Policy WAT-EGV-2.3: The County may grant discretionary permits for development using,Policy WAT-EGV-2.3: The County may grant discretionary permits for development using desalinated water only if the source of desalination is from an established public water purveyor. Desalinated water from private sources designed to serve a single project or geographic area within service boundaries of established public water purveyors shall not be a source of water for approvable development.
91,Objective,OBJECTIVE WAT-EGV-3: Encourage the use of recycled/reclaimed water sources where safe,OBJECTIVE WAT-EGV-3: Encourage the use of recycled/reclaimed water sources where safe and efficient.
91,Policy,Policy WAT-EGV-3.1: The County shall support the use of recycled and/or reclaimed,"Policy WAT-EGV-3.1: The County shall support the use of recycled and/or reclaimed water consistent with applicable Federal, State and County regulations for health and safety, including, but not limited to, the following system types: • Rain barrels and cisterns • Greywater systems III. PUBLIC SERVICES AND FACILITIES 83 D. Water, Wastewater, and Solid waste Management"
92,Policy,"Policy WAT-EGV-3.2: In areas where reclaimed water is available by pipeline,","Policy WAT-EGV-3.2: In areas where reclaimed water is available by pipeline, development shall include dual plumbing systems for the use of reclaimed water when feasible and appropriate for the development."
92,Policy,Policy WAT-EGV-3.3: Reclaimed/recycled water sources used for agricultural lands,Policy WAT-EGV-3.3: Reclaimed/recycled water sources used for agricultural lands should only be used when salinity of the water source does not compromise the long-term viability of agricultural soils.
92,Policy,Policy WAT-EGV-3.4: The use of reclaimed water for tree crops and non-edible,"Policy WAT-EGV-3.4: The use of reclaimed water for tree crops and non-edible ornamental plants in order to conserve existing water supplies shall be assessed by County Environmental Health Services (EHS). If permitted, EHS shall require reclaimed water irrigation systems meet California Regional Water Quality Control Board requirements for wastewater discharge."
92,Objective,"OBJECTIVE WW-EGV-1: Ensure wastewater is treated, and is safe for local watershed","OBJECTIVE WW-EGV-1: Ensure wastewater is treated, and is safe for local watershed ecosystems."
92,Policy,Policy WW-EGV-1.1: To ensure wastewater achieves a level of treatment to best ensure,"Policy WW-EGV-1.1: To ensure wastewater achieves a level of treatment to best ensure public health and welfare, development shall connect to the sewer system of the respective sanitary district wherever feasible."
93,Policy,Policy WW-EGV-1.2: The County shall encourage conversion of septic systems to sewer,Policy WW-EGV-1.2: The County shall encourage conversion of septic systems to sewer systems in the Urban Area.
93,DevStd,"DevStd WW-EGV-1A: To the maximum extent feasible, development requiring private","DevStd WW-EGV-1A: To the maximum extent feasible, development requiring private sewage disposal shall utilize gravity flow of wastewater to the septic tank and disposal field to minimize mechanical failure, which may cause surfacing of effluent. Where gravity flow of effluent is unavailable and pumping may be allowed, the lift station shall be owned and/or maintained by a public agency and private operation and maintenance of a lift station shall be prohibited."
93,DevStd,DevStd WW-EGV-1B: To reduce the possibility of prolonged effluent daylighting from,"DevStd WW-EGV-1B: To reduce the possibility of prolonged effluent daylighting from septic system failure, two disposal fields shall be built to serve each septic system as required by Environmental Health Services so that when one field begins to fail, the other field can immediately be put into use. An additional third expansion area shall be set aside where no development can occur, except for driveways on constrained sites. In the expansion area, a disposal field should be constructed when any other disposal field is in a state of failure."
93,DevStd,DevStd WW-EGV-1C: For remodels of plumbed structures where the existing septic,"DevStd WW-EGV-1C: For remodels of plumbed structures where the existing septic system must be enlarged or where septic system repairs are required due to failure, in addition to the enlargement and/or repair of the existing septic system, an additional disposal field shall be installed whenever feasible."
93,DevStd,"DevStd WW-EGV-1D: Where feasible, measures to decrease the amount of nitrates","DevStd WW-EGV-1D: Where feasible, measures to decrease the amount of nitrates filtering through soil to groundwater shall be required, including: • Shallow-rooted non-invasive plants (maximum root depth of four feet) shall be planted above all leach fields to encourage evapo-transpiration of effluent and uptake of nitrates. Impervious surfaces, such as paved driveways, shall not be constructed above leach fields. If site constraints require a driveway to be located above a leach field in order to ensure reasonable use of property, turf block or other suitable pervious surface shall be used."
94,DevStd,DevStd WW-EGV-1E: Septic systems and other potential sources of water pollution shall,DevStd WW-EGV-1E: Septic systems and other potential sources of water pollution shall be a minimum of 100 feet from the geologic top of bank of tributary or creek banks (reference point as defined by Planning and Development and Environmental Health Services).
94,DevStd,DevStd WW-EGV-1F: (INLAND) Individual or cumulative impacts of septic systems for,DevStd WW-EGV-1F: (INLAND) Individual or cumulative impacts of septic systems for new development shall not cause pollution of creeks and waterways.
94,DevStd,DevStd WW-EGV-1F: (COASTAL) New development shall be evaluated for both,DevStd WW-EGV-1F: (COASTAL) New development shall be evaluated for both individual and cumulative impacts of septic systems and shall not cause pollution of creeks and waterways.
94,DevStd,DevStd WW-EGV-1G: Development shall be designed to reduce runoff from the site by,"DevStd WW-EGV-1G: Development shall be designed to reduce runoff from the site by minimizing impervious surfaces, using pervious or porous surfaces, and minimizing contiguous impervious areas."
94,Policy,Policy WW-EGV-1.3: Pollution of surface and groundwater shall be avoided. Where,"Policy WW-EGV-1.3: Pollution of surface and groundwater shall be avoided. Where contribution of potential pollutants of any kind is not prohibited and cannot be avoided, such contribution shall be minimized to the maximum extent feasible."
94,Policy,Policy WW-EGV-1.4: The County shall remove and/or relocate runoff outfalls away from,Policy WW-EGV-1.4: The County shall remove and/or relocate runoff outfalls away from sensitive receptors and environmentally sensitive habitat areas where feasible.
94,Policy,Policy WW-EGV-1.5: The County shall work with the sanitary districts to acquire grants,Policy WW-EGV-1.5: The County shall work with the sanitary districts to acquire grants and other funding to relocate untreated runoff outfalls per the Environmental Resources and Constraints section.
94,Policy,Policy WW-EGV-1.6: The County shall continue to work with the sanitary districts to,Policy WW-EGV-1.6: The County shall continue to work with the sanitary districts to improve effluent quality prior to release into the natural environment or use as reclaimed resources by the community.
95,Objective,OBJECTIVE RRC-EGV-1: Maximize solid waste diversion and minimize solid waste,OBJECTIVE RRC-EGV-1: Maximize solid waste diversion and minimize solid waste generation.
95,Policy,Policy RRC-EGV-1.1: Opportunities for resource recovery and landfill solid waste,Policy RRC-EGV-1.1: Opportunities for resource recovery and landfill solid waste diversion shall be provided.
